rassrecv,h14itot,r13jhours,r14isret,racohbyr,r14ipena,r14jnjob,r14hlthlm,r14peninc,r14peni_n,h14absns,r13jhour2,h14adebt,r14jlten,h14atota,r14mstath,r13iearn,inw4,inw5,inw6,inw7,inw8,inw9,inw10,inw11,inw12,inw13,inw14,retire,r14agey_b,ragender
1,102268,15,4200,4,4080,2,0,0,0,0,0,0,15.2,1253000,1,13000,0,0,0,0,0,0,0,0,0,0,1,0,72,2
1,35360,32,9360,3,0,4,0,0,0,0,0,5000,10,-700,5,17000,0,0,0,0,0,0,0,0,0,0,1,0,78,2
0,19752,0,0,6,0,3,0,0,0,0,0,0,19,77000,1,10500,0,0,0,0,0,0,0,0,0,0,1,0,61,2
1,6000,0,0,3,0,0,1,0,0,0,0,0,-97,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,81,2
1,542612,45,18700,3,0,3,0,0,0,175000,0,1351,26,662449,1,79000,0,0,0,0,0,0,0,0,0,0,1,0,78,1
0,280200,45,0,7,0,3,0,0,0,0,0,90000,8.7,1423000,1,129000,0,0,0,0,0,0,0,0,0,0,1,0,57,2
1,17244,50,11244,3,0,2,0,0,0,0,0,0,35,122000,5,0,0,0,0,0,0,0,0,0,0,0,1,0,77,2
1,21268,30,7920,3,6348,5,1,1,1,0,0,3000,20.7,28000,7,4000,0,0,0,0,0,0,0,0,0,0,1,0,82,2
1,26500,16,16500,3,0,4,0,0,0,0,0,0,14.7,450000,7,10000,0,0,0,0,0,0,0,0,0,0,1,0,87,2
1,69192,40,17292,6,0,3,0,0,0,175000,0,4000,29.6,287900,7,0,0,0,0,0,0,0,0,0,0,0,1,0,63,2
1,26820,40,14820,3,0,1,0,0,0,0,0,0,58.6,48500,7,35000,0,0,0,0,0,0,0,0,0,0,1,0,77,2
1,12048,20,12048,4,0,3,0,0,0,0,0,0,6,0,7,500,0,0,0,0,0,0,0,0,0,0,1,0,70,2
1,32370,40,13500,3,0,2,0,0,0,0,0,0,44.6,629300,8,24000,0,0,0,0,0,0,0,0,0,0,1,0,86,1
1,18848.45491,0,18848.45491,3,0,1,0,0,0,0,0,0,-97,39117000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,81,2
0,192100,70,0,6,0,2,0,0,0,8,32,0,27.5,1952000,7,23000,0,0,0,0,0,0,0,0,0,0,1,0,60,2
1,27200,16,16800,3,0,8,1,0,0,0,0,0,10,150916.9684,1,0,0,0,0,0,0,0,0,0,0,0,1,0,78,2
1,110488,50,20400,4,0,8,0,0,0,0,15,0,16,140400,7,27000,0,0,0,0,0,0,0,0,0,0,1,0,72,2
0,98816,40,0,5,16800,5,0,1,1,0,0,0,12,475000,5,37500,0,0,0,0,0,0,0,0,0,0,1,0,67,2
1,268724,40,16224,5,0,7,0,0,0,0,0,0,11,955000,1,40000,0,0,0,0,0,0,0,0,0,0,1,0,67,2
1,46256,35,18624,4,7632,2,0,0,0,6000,0,900,31.2,83100,5,0,0,0,0,0,0,0,0,0,0,0,1,0,70,1
0,61584,40,0,6,0,3,1,0,0,0,0,20000,16.7,65000,1,70000,0,0,0,0,0,0,0,0,0,0,1,0,61,2
0,10000,24,0,6,0,6,0,0,0,0,0,10000,7,21350,5,8000,0,0,0,0,0,0,0,0,0,0,1,0,62,2
1,40836,43,7236,4,0,9,1,0,0,0,0,20000,6.6,-9000,5,16000,0,0,0,0,0,0,0,0,0,0,1,0,76,2
0,0,32,0,7,0,5,0,0,0,0,0,0,12,1500,5,35800,0,0,0,0,0,0,0,0,0,0,1,0,55,1
1,169665,60,18000,5,0,3,0,0,0,0,0,0,25,1406000,1,1,0,0,0,0,0,0,0,0,0,0,1,0,68,2
1,28333.93173,8,14083.93173,5,1290,2,0,1,1,0,0,6000,16.9,64000,1,24000,0,0,0,0,0,0,0,0,0,0,1,0,69,2
1,29824,0,5604,3,0,7,0,0,0,3000,0,0,25.5,424000,2,0,0,0,0,0,0,0,0,0,0,0,1,0,82,1
1,27860,30,14400,5,8160,7,1,1,1,0,0,0,7.4,6300,7,15700,0,0,0,0,0,0,0,0,0,0,1,0,66,2
1,47543.34842,0,9960,3,0,2,1,0,0,0,0,6000,12,4000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,84,2
0,56408,40,0,7,0,8,0,0,0,5000,0,0,9.2,660000,1,22000,0,0,0,0,0,0,0,0,0,0,1,0,56,2
1,95640,30,12000,4,12000,5,0,1,1,4,0,0,19.1,1652000,5,25000,0,0,0,0,0,0,0,0,0,0,1,0,73,2
0,646200,40,0,7,0,3,0,0,0,5,0,0,20.7,1050000,1,87800,0,0,0,0,0,0,0,0,0,0,1,0,55,2
1,88734.76695,50,16066.76695,5,0,3,1,0,0,4,0,0,21.7,490020,1,40000,0,0,0,0,0,0,0,0,0,0,1,0,65,2
1,54600,40,30000,3,0,2,0,0,0,50000,5,0,28.8,1605000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,84,1
1,65240,37,13548,4,0,3,0,0,0,0,0,2500,26.7,-3100,1,50000,0,0,0,0,0,0,0,0,0,0,1,0,75,2
1,85600,45,18000,4,0,1,0,0,0,0,0,0,43.7,133000,1,25000,0,0,0,0,0,0,0,0,0,0,1,0,74,2
1,25800,60,19800,3,0,1,0,0,0,125000,0,0,58.3,526000,5,0,0,0,0,0,0,0,0,0,0,0,1,0,80,1
1,25800,50,6000,5,0,7,0,0,0,125000,25,0,16.8,526000,5,0,0,0,0,0,0,0,0,0,0,0,1,0,70,2
0,92626,45,0,6,0,2,0,0,0,60000,0,0,28.8,297200,1,0,0,0,0,0,0,0,0,0,0,0,1,0,63,1
1,152447.6839,0,14400,3,0,3,1,0,0,0,0,0,46.3,1487000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,82,1
1,37416,27,10380,3,0,2,1,0,0,0,0,0,23.3,98000,1,7000,0,0,0,0,0,0,0,0,0,0,1,0,77,2
0,82000,40,0,6,0,3,0,0,0,0,0,0,12.6,16000,5,21000,0,0,0,0,0,0,0,0,0,0,1,0,61,2
1,82000,40,18000,5,0,1,0,0,0,0,8,0,33.9,16000,5,41000,0,0,0,0,0,0,0,0,0,0,1,0,68,1
0,168200,40,0,6,0,10,0,0,0,0,0,15000,5.2,125000,1,30000,0,0,0,0,0,0,0,0,0,0,1,0,59,2
1,35300,38,9500,6,0,4,0,0,0,0,0,0,21.3,362000,7,29000,0,0,0,0,0,0,0,0,0,0,1,0,64,2
1,169224,30,12000,5,0,3,0,0,0,1500000,0,3000,17.1,2902000,1,80000,0,0,0,0,0,0,0,0,0,0,1,0,67,2
1,16800,28,15600,3,0,1,0,0,0,0,0,1600,34.6,63600,7,12000,0,0,0,0,0,0,0,0,0,0,1,0,76,2
1,27800,20,10800,4,0,7,0,0,0,0,0,600,8.5,159400,1,15000,0,0,0,0,0,0,0,0,0,0,1,0,75,2
1,79268,72,0,4,0,8,0,0,0,0,0,5000,11.3,16050,1,64000,0,0,0,0,0,0,0,0,0,0,1,0,73,1
0,42000,40,0,5,0,5,0,0,0,0,10,0,8,388015,7,40000,0,0,0,0,0,0,0,0,0,0,1,0,64,2
0,165800,40,0,5,0,3,0,0,0,0,0,100,18.8,799900,1,50000,0,0,0,0,0,0,0,0,0,0,1,0,69,2
0,21600,0,0,3,0,0,1,0,0,0,0,0,-97,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,80,2
0,36000,36,0,7,0,2,0,0,0,0,0,15000,5.6,81000,7,0,0,0,0,0,0,0,0,0,0,0,1,0,55,2
0,71400,50,0,7,0,1,0,0,0,0,0,15000,22,8000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,57,2
0,175240,50,0,7,0,3,0,0,0,0,0,10000,23,170300,2,39000,0,0,0,0,0,0,0,0,0,0,1,0,55,1
1,92815.02941,40,15960,4,0,3,1,0,0,0,16,0,33.3,1523000,7,80000,0,0,0,0,0,0,0,0,0,0,1,0,75,2
1,139615,45,33600,4,0,1,0,0,0,0,0,0,41,1071000,5,110000,0,0,0,0,0,0,0,0,0,0,1,0,71,1
1,92585,40,24000,4,4560,8,0,1,1,0,0,0,17,297000,5,60000,0,0,0,0,0,0,0,0,0,0,1,0,71,2
1,97100,38,21000,4,0,2,0,0,0,0,0,10000,43,67000,1,22000,0,0,0,0,0,0,0,0,0,0,1,0,71,1
0,97100,50,0,6,0,2,0,0,0,0,0,10000,26.9,67000,1,42000,0,0,0,0,0,0,0,0,0,0,1,0,62,2
1,59400,40,0,4,0,4,0,0,0,0,0,0,11.5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,73,2
1,83216,60,15216,5,0,6,0,0,0,0,0,0,11.3,1597330.001,5,77000,0,0,0,0,0,0,0,0,0,0,1,0,68,2
1,345220,15,6084,5,0,3,0,0,0,0,0,10000,23.2,4095000,1,108575.7154,0,0,0,0,0,0,0,0,0,0,1,0,67,2
1,127144,40,0,6,0,4,0,0,0,2,0,0,6.8,466500,5,0,0,0,0,0,0,0,0,0,0,0,1,0,64,2
0,19000,40,0,6,0,5,0,0,0,0,0,2500,6.3,-2500,5,25200,0,0,0,0,0,0,0,0,0,0,1,0,58,2
0,68212,24,0,6,0,3,0,0,0,0,0,0,25.7,391500,1,29000,0,0,0,0,0,0,0,0,0,0,1,0,63,2
1,12384,0,10080,6,0,1,1,0,0,0,0,0,9.5,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,61,2
1,324400,60,20400,5,0,4,0,0,0,0,0,0,14.2,1125000,7,350000,0,0,0,0,0,0,0,0,0,0,1,0,70,2
1,106280,40,13200,5,0,2,0,0,0,0,0,30000,15,-1200,1,40000,0,0,0,0,0,0,0,0,0,0,1,0,69,2
1,95360,30,16560,4,15600,1,0,0,0,0,0,30000,21.5,170000,1,10000,0,0,0,0,0,0,0,0,0,0,1,0,75,1
1,165900,30,26400,4,4500,2,0,1,1,0,0,0,32.3,495000,1,280000,0,0,0,0,0,0,0,0,0,0,1,0,72,1
1,52095,40,4080,4,0,6,0,0,0,0,0,50000,21.6,-38944,5,13000,0,0,0,0,0,0,0,0,0,0,1,0,74,2
0,86520,50,0,6,0,3,0,0,0,0,0,0,17.5,381000,1,50000,0,0,0,0,0,0,0,0,0,0,1,0,58,2
1,52808.97593,60,25280.97593,4,0,4,0,0,0,0,0,10000,13,1500,1,0,0,0,0,0,0,0,0,0,0,0,1,0,74,1
1,52808.97593,0,15528,4,0,7,0,0,0,0,0,10000,14,1500,1,0,0,0,0,0,0,0,0,0,0,0,1,0,75,2
0,70140,50,0,5,0,3,0,0,0,0,0,5000,22.2,1000,7,72800,0,0,0,0,0,0,0,0,0,0,1,0,65,1
1,115910,40,18200,4,0,5,0,0,0,0,0,0,15.5,81000,1,47000,0,0,0,0,0,0,0,0,0,0,1,0,71,1
1,60960,40,15960,4,0,5,0,0,0,0,0,1000,16,250000,7,30000,0,0,0,0,0,0,0,0,0,0,1,0,75,2
1,183200,35,27360,4,0,1,0,0,0,0,0,0,39.7,465000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,73,1
1,183200,20,8640,5,24000,3,0,1,1,0,0,0,25,465000,1,20000,0,0,0,0,0,0,0,0,0,0,1,0,66,2
1,181600,30,21600,4,0,2,0,0,0,50000,0,12000,23.9,393000,5,0,0,0,0,0,0,0,0,0,0,0,1,0,73,2
1,168652.9498,40,17111.12368,4,0,3,0,0,0,1081732.971,30,0,32,1891732.971,1,49000,0,0,0,0,0,0,0,0,0,0,1,0,74,1
1,41400,4,6000,4,26400,2,0,1,1,0,0,0,31.6,172000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,75,1
1,112400,45,26400,4,6000,1,0,1,1,0,0,2000,47,3000,5,85000,0,0,0,0,0,0,0,0,0,0,1,0,71,1
1,17413.43592,20,11016,4,0,2,0,0,0,0,12,0,12.2,0,5,10000,0,0,0,0,0,0,0,0,0,0,1,0,75,1
1,104984,60,0,6,0,2,0,0,0,0,0,4000,18,390400,1,68000,0,0,0,0,0,0,0,0,0,0,1,0,62,2
1,280366.6667,40,32400,4,34666.66667,1,0,1,1,1,0,0,40.1,2860000,1,180000,0,0,0,0,0,0,0,0,0,0,1,0,71,1
1,51992.29793,25,16164,4,3732,4,1,1,1,0,0,6000,20.1,12000,1,15000,0,0,0,0,0,0,0,0,0,0,1,0,71,2
1,136288,50,18660,4,6744,2,0,1,1,50000,0,0,33.9,530000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,75,1
0,136288,40,0,5,2484,3,0,1,1,50000,5,0,13.8,530000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,65,2
1,181326,50,7000,4,18624,2,1,1,1,0,0,5000,24.4,814000,1,158000,0,0,0,0,0,0,0,0,0,0,1,0,70,1
1,32968,29,10620,4,0,4,0,0,0,0,0,12000,27.3,-8485,1,17000,0,0,0,0,0,0,0,0,0,0,1,0,72,1
1,17850,39,3845,4,0,8,0,0,0,0,0,0,17.9,55000,5,0,0,0,0,0,0,0,0,0,0,0,1,0,71,2
1,27000,39,0,7,0,4,0,0,0,0,0,0,11.5,93000,7,0,0,0,0,0,0,0,0,0,0,0,1,0,57,2
1,54427.7033,0,0,6,0,4,1,0,0,0,0,8000,5.6,27470,1,0,0,0,0,0,0,0,0,0,0,0,1,0,59,2
0,43479.7932,40,0,6,0,4,1,0,0,0,20,25000,12.5,188100,1,14000,0,0,0,0,0,0,0,0,0,0,1,0,61,2
1,1693075.385,32,800,4,33600,3,0,1,1,0,0,0,24.8,201000,1,127000,0,0,0,0,0,0,0,0,0,0,1,0,70,1
0,9676,50,0,7,0,4,0,0,0,0,0,0,6,20500,1,0,0,0,0,0,0,0,0,0,0,0,1,0,57,1
0,104640,40,0,6,0,3,0,0,0,0,0,20000,11.6,95000,1,45000,0,0,0,0,0,0,0,0,0,0,1,0,62,2
1,15640,60,1800,4,0,6,0,0,0,25000,0,1,22.4,-39900,1,4000,0,0,0,0,0,0,0,0,0,0,1,0,71,1
1,78068,80,13068,4,12000,2,0,1,1,0,0,0,11.3,978000,8,0,0,0,0,0,0,0,0,0,0,0,1,0,72,1
1,255800,48,16200,4,6000,2,0,1,1,0,0,24000,24,1567181.978,5,65000,0,0,0,0,0,0,0,0,0,0,1,0,71,1
1,83000,60,27600,4,0,2,0,0,0,0,0,20000,36.5,263000,1,80000,0,0,0,0,0,0,0,0,0,0,1,0,75,1
1,56800,40,14400,4,0,6,0,0,0,0,0,0,16.5,128000,5,40000,0,0,0,0,0,0,0,0,0,0,1,0,71,2
0,25000,32,0,6,0,3,0,0,0,0,0,0,17.6,9061.884477,1,56000,0,0,0,0,0,0,0,0,0,0,1,0,61,2
0,51504,40,0,6,0,3,0,0,0,0,0,0,24.1,392000,1,36000,0,0,0,0,0,0,0,0,0,0,1,0,62,2
0,417210.2064,50,0,5,0,2,0,0,0,0,0,14000,22.3,6965080.761,1,391064,0,0,0,0,0,0,0,0,0,0,1,0,66,1
1,135721.6619,40,21120,4,0,7,1,0,0,0,0,50000,12.2,661436.6185,1,27000,0,0,0,0,0,0,0,0,0,0,1,0,74,2
0,274679.9535,50,0,5,0,4,0,0,0,0,0,0,8.4,1745592.848,1,185000,0,0,0,0,0,0,0,0,0,0,1,0,68,2
1,136400,40,26400,4,0,12,0,0,0,0,0,0,6.3,560000,1,95000,0,0,0,0,0,0,0,0,0,0,1,0,71,1
0,136400,35,0,6,0,4,0,0,0,0,0,0,9.9,560000,1,24000,0,0,0,0,0,0,0,0,0,0,1,0,63,2
1,183200,30,23800,4,0,3,0,0,0,0,20,0,31.2,66000,1,120000,0,0,0,0,0,0,0,0,0,0,1,0,71,1
1,20520,0,20400,4,0,3,0,0,0,0,0,0,30.1,254000,5,0,0,0,0,0,0,0,0,0,0,0,1,0,71,1
0,34000,40,0,7,0,1,1,0,0,0,0,2000,25.9,263000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,57,2
0,80072,40,0,6,0,4,0,0,0,0,0,8000,18,86000,1,48000,0,0,0,0,0,0,0,0,0,0,1,0,59,2
0,134344,0,0,7,0,4,0,0,0,30000,0,0,12.3,288300,1,0,0,0,0,0,0,0,0,0,0,0,1,0,56,2
0,81000,40,0,5,0,4,0,0,0,0,0,0,22,555000,5,34000,0,0,0,0,0,0,0,0,0,0,1,0,65,2
1,64888,40,17088,4,0,2,0,0,0,0,0,0,30.9,30000,1,25000,0,0,0,0,0,0,0,0,0,0,1,0,71,1
1,362113.3778,65,14313.37781,4,0,1,0,0,0,0,11,5000,46.4,448704.6857,1,20000,0,0,0,0,0,0,0,0,0,0,1,0,72,1
0,41800,40,0,6,0,3,0,0,0,0,0,0,18.3,1000,2,1200,0,0,0,0,0,0,0,0,0,0,1,0,60,2
1,126090,40,28800,4,1140,6,0,1,1,0,0,0,8.2,874000,1,30000,0,0,0,0,0,0,0,0,0,0,1,0,71,1
1,117500,45,0,7,0,9,0,0,0,0,0,6000,7.3,120000,1,37500,0,0,0,0,0,0,0,0,0,0,1,0,58,2
1,152260,36,32460,4,0,1,0,0,0,0,0,12000,35.7,139000,1,110000,0,0,0,0,0,0,0,0,0,0,1,0,71,1
1,50504,0,9456,4,0,1,0,0,0,2,0,6000,2.5,488000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,70,2
1,55103.78119,32,12000,4,0,2,0,0,0,0,0,5000,40,117000,1,30000,0,0,0,0,0,0,0,0,0,0,1,0,72,2
1,159300,50,14376,4,0,3,0,0,0,0,0,0,17.3,1036000,1,130000,0,0,0,0,0,0,0,0,0,0,1,0,70,1
0,28000,40,0,7,0,3,0,0,0,0,0,1400,7.1,-1400,5,25000,0,0,0,0,0,0,0,0,0,0,1,0,55,2
0,126984,30,0,5,0,3,0,0,0,0,0,0,19.5,1330000,1,140000,0,0,0,0,0,0,0,0,0,0,1,0,64,2
1,190500,50,22800,4,0,2,0,0,0,0,0,0,30.7,1951000,1,96100,0,0,0,0,0,0,0,0,0,0,1,0,71,1
1,190500,50,19200,4,0,4,0,0,0,0,0,0,20,1951000,1,48000,0,0,0,0,0,0,0,0,0,0,1,0,73,2
0,112120,42,0,6,0,3,0,0,0,0,0,0,15,595000,1,65000,0,0,0,0,0,0,0,0,0,0,1,0,62,2
1,69263.3965,20,8664,6,0,4,1,0,0,0,0,4000,14.9,188000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,63,2
0,74500,40,0,7,0,3,0,0,0,0,0,5000,15.4,42000,1,25000,0,0,0,0,0,0,0,0,0,0,1,0,58,2
1,36864,50,17364,4,19500,3,0,1,2,325000,0,0,20.8,9,1,1,0,0,0,0,0,0,0,0,0,0,1,0,74,1
1,55828.83541,0,19356,4,11016,5,0,1,2,0,0,40000,12,-16500,1,0,0,0,0,0,0,0,0,0,0,0,1,0,73,2
0,185196,50,0,6,0,5,0,0,0,1600000,0,10000,12.9,2636000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,62,1
1,12636,0,10860,4,1776,1,0,1,1,0,0,0,1.5,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,72,1
1,80170,30,9120,5,8400,3,0,1,1,0,0,0,32.3,229000,1,27000,0,0,0,0,0,0,0,0,0,0,1,0,70,2
0,53800,40,0,6,0,1,0,0,0,0,0,15000,40.7,912000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,61,2
1,119800,60,19800,4,0,1,0,0,0,6,0,0,46.4,6950000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,72,1
1,172472,95,13200,4,0,3,0,0,0,0,5,0,44.5,890000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,73,1
1,174483.6312,13,6000,5,0,3,0,0,0,0,11,0,25.8,1011000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,68,2
1,820740,55,26400,4,0,1,0,0,0,0,10,0,44.1,2993000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,71,1
1,47004,0,5736,4,0,1,0,0,0,0,0,20000,3.7,111000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,70,2
0,63880,55,0,6,0,3,0,0,0,0,0,12000,10.8,12500,1,6000,0,0,0,0,0,0,0,0,0,0,1,0,63,2
1,457288.1596,46,22275.20321,4,0,1,1,0,0,0,9,0,47.1,1385000,1,27000,0,0,0,0,0,0,0,0,0,0,1,0,72,1
1,936508,74,13284,3,0,4,0,0,0,4,0,0,54.5,4182000,5,0,0,0,0,0,0,0,0,0,0,0,1,0,78,1
1,936508,0,13200,3,0,1,1,0,0,4,0,0,24.4,4182000,5,0,0,0,0,0,0,0,0,0,0,0,1,0,80,2
0,46004,55,0,7,0,4,0,0,0,0,0,0,25.9,62000,7,40000,0,0,0,0,0,0,0,0,0,0,1,0,56,2
0,148200,30,0,4,0,2,1,0,0,0,0,0,30.7,6,1,48000,0,0,0,0,0,0,0,0,0,0,1,0,74,1
1,128094.9107,40,810,4,0,1,0,0,0,0,0,0,51.4,590000,1,45000,0,0,0,0,0,0,0,0,0,0,1,0,70,1
1,128094.9107,30,19284.91068,6,0,1,0,0,0,0,0,0,10.1,590000,1,10000,0,0,0,0,0,0,0,0,0,0,1,0,64,2
1,79568,30,18000,4,3000,9,0,1,1,0,0,0,11,174500,1,0,0,0,0,0,0,0,0,0,0,0,1,0,70,1
1,77314,0,8868,5,6634,5,1,0,0,0,0,9400,11.2,256900,1,0,0,0,0,0,0,0,0,0,0,0,1,0,67,2
0,85712,30,0,6,19056,5,0,1,1,0,3,40000,14.9,35000,1,39000,0,0,0,0,0,0,0,0,0,0,1,0,64,2
1,52408,40,7608,4,0,2,0,0,0,0,0,590,13.8,146910,1,25000,0,0,0,0,0,0,0,0,0,0,1,0,73,2
0,146012,36,0,7,0,1,0,0,0,50000,0,6000,36,414000,1,140000,0,0,0,0,0,0,0,0,0,0,1,0,55,2
0,70720,40,0,5,0,5,0,0,0,0,0,7000,12.9,630200,1,26000,0,0,0,0,0,0,0,0,0,0,1,0,65,2
1,171468,30,7500,5,0,6,0,0,0,0,0,0,6,475000,1,18000,0,0,0,0,0,0,0,0,0,0,1,0,68,2
1,76392,112,11100,5,0,6,0,0,0,0,0,0,9,63000,1,18234,0,0,0,0,0,0,0,0,0,0,1,0,70,2
1,0,40,0,6,0,2,0,0,0,0,0,0,13,450400,7,25000,0,0,0,0,0,0,0,0,0,0,1,0,60,2
1,67844,40,19944,4,6900,3,0,1,1,0,25,15000,16.6,-62500,8,45000,0,0,0,0,0,0,0,0,0,0,1,0,73,2
0,326580,40,0,6,0,3,0,0,0,0,0,7000,18,2603000,1,24000,0,0,0,0,0,0,0,0,0,0,1,0,59,1
1,8820,0,8820,4,0,0,0,0,0,0,0,6000,-97,-5200,8,0,0,0,0,0,0,0,0,0,0,0,1,0,73,2
1,114856,50,7056,4,0,2,1,0,0,0,0,30000,18.1,132000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,70,2
1,120932.4297,48,17732.42969,5,0,6,0,0,0,0,0,2000,11.7,142000,1,37000,0,0,0,0,0,0,0,0,0,0,1,0,67,2
1,53180,30,12600,5,17580,3,0,1,1,0,0,59247.54906,27,211902.4509,7,34000,0,0,0,0,0,0,0,0,0,0,1,0,68,2
1,50600,50,15600,4,0,4,0,0,0,0,0,0,22,173200,5,27000,0,0,0,0,0,0,0,0,0,0,1,0,71,2
1,29000,37,0,5,0,4,0,0,0,0,0,10000,19.3,140000,7,31000,0,0,0,0,0,0,0,0,0,0,1,0,65,2
1,71581.93103,40,5679.989047,5,0,2,0,0,0,0,0,0,25.7,419000,1,34000,0,0,0,0,0,0,0,0,0,0,1,0,66,2
1,43320,25,8040,4,0,1,1,0,0,5,36,0,58,922200,1,65000,0,0,0,0,0,0,0,0,0,0,1,0,76,1
0,46700,40,0,6,18588,5,0,1,1,0,0,0,10.3,55000,7,18000,0,0,0,0,0,0,0,0,0,0,1,0,59,2
0,10800,0,0,5,0,0,0,0,0,0,0,0,-97,80000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,64,2
1,60720,0,25200,4,10800,4,1,1,1,0,0,21000,15.6,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,74,1
1,60720,24,12720,4,0,3,0,0,0,0,0,21000,17.5,3,1,8000,0,0,0,0,0,0,0,0,0,0,1,0,74,2
1,90090.14398,50,21270.14398,4,0,1,0,0,0,0,0,0,39.9,687000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,76,1
1,42240,0,9600,4,0,2,1,0,0,0,0,0,36.8,638000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,71,2
1,294176,40,30000,4,0,5,0,0,0,0,0,0,27,2032000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,71,1
1,121029.7039,35,15672.61449,4,0,7,0,0,0,0,20,0,26.7,325000,1,85000,0,0,0,0,0,0,0,0,0,0,1,0,72,1
1,121029.7039,40,20357.08941,4,0,5,0,0,0,0,0,0,9.4,325000,7,35000,0,0,0,0,0,0,0,0,0,0,1,0,75,2
1,156066,20,8880,4,6300,3,0,1,1,0,0,16000,37,263500,1,0,0,0,0,0,0,0,0,0,0,0,1,0,74,1
0,203269.2779,45,0,7,0,2,0,0,0,0,0,0,30.4,305000,1,36000,0,0,0,0,0,0,0,0,0,0,1,0,57,2
1,49580,30,14400,4,0,1,0,0,0,5000,0,0,35.2,350000,7,0,0,0,0,0,0,0,0,0,0,0,1,0,71,2
1,299553.6816,35,5916,4,0,1,0,0,0,0,0,2000,37.8,1293000,1,90000,0,0,0,0,0,0,0,0,0,0,1,0,71,2
1,299553.6816,80,0,5,0,1,0,0,0,0,0,2000,37.7,1293000,1,169000,0,0,0,0,0,0,0,0,0,0,1,0,70,1
0,110000,35,0,6,0,1,0,0,0,0,0,0,31.8,788000,5,0,0,0,0,0,0,0,0,0,0,0,1,0,59,2
1,243012,60,31680,4,15000,1,0,1,1,0,0,0,42.9,970000,1,150000,0,0,0,0,0,0,0,0,0,0,1,0,75,1
1,41076,0,720,3,28356,3,0,1,1,0,0,2000,4,19180,7,0,0,0,0,0,0,0,0,0,0,0,1,0,76,2
1,146580,35,25080,4,0,2,0,0,0,0,0,0,28,25000,1,74000,0,0,0,0,0,0,0,0,0,0,1,0,72,1
1,71000,40,15600,5,0,5,0,0,0,0,0,0,13.9,60500,1,28000,0,0,0,0,0,0,0,0,0,0,1,0,69,2
0,12840,0,0,6,0,4,0,0,0,0,0,0,19,134195,8,0,0,0,0,0,0,0,0,0,0,0,1,0,61,1
0,174040,45,0,5,0,5,0,0,0,0,0,1000,13,939000,1,50000,0,0,0,0,0,0,0,0,0,0,1,0,64,2
1,56712,46,11712,4,0,3,0,0,0,0,0,30000,39,-9100,5,47000,0,0,0,0,0,0,0,0,0,0,1,0,74,1
1,172100,30,0,5,0,3,1,0,0,0,0,0,10.2,1585000,1,80000,0,0,0,0,0,0,0,0,0,0,1,0,65,2
1,146676.3967,0,21264,4,0,3,0,0,0,175000,0,6000,28.4,498500,1,80000,0,0,0,0,0,0,0,0,0,0,1,0,72,1
1,146676.3967,0,11688,5,0,2,0,0,0,175000,0,6000,7.7,498500,1,0,0,0,0,0,0,0,0,0,0,0,1,0,68,2
0,211644.7665,50,0,5,0,4,0,0,0,0,8,0,13,926937.1225,1,117223.6083,0,0,0,0,0,0,0,0,0,0,1,0,66,1
1,118472,30,12072,4,0,5,0,0,0,0,0,10000,19.5,7000,1,72000,0,0,0,0,0,0,0,0,0,0,1,0,71,2
0,261921.9567,70,0,5,0,7,0,0,0,0,2,0,23.6,1883840.421,1,50000,0,0,0,0,0,0,0,0,0,0,1,0,67,2
1,56400,30,0,6,0,3,0,0,0,0,0,0,9.6,534000,7,37000,0,0,0,0,0,0,0,0,0,0,1,0,60,2
0,34300,30,0,5,0,3,0,0,0,0,0,0,21.3,517000,5,0,0,0,0,0,0,0,0,0,0,0,1,0,65,2
