rassrecv,h14itot,r13jhours,r14isret,racohbyr,r14ipena,r14jnjob,r14hlthlm,r14peninc,r14peni_n,h14absns,r13jhour2,h14adebt,r14jlten,h14atota,r14mstath,r13iearn,inw4,inw5,inw6,inw7,inw8,inw9,inw10,inw11,inw12,inw13,inw14,retire,r14agey_b,ragender
1,138465.4191,30,20211.81912,4,13260,5,0,1,1,0,0,0,19.1,1333000,5,4000,0,0,0,0,0,0,0,0,1,0,0,0,69,2
1,30024,40,14400,3,0,4,0,0,0,0,0,0,37.7,640000,1,0,0,0,0,0,0,0,0,0,1,0,0,1,74,1
0,77579,30,0,3,12579,8,0,1,1,0,0,77657.33592,22,-28697.79476,5,70000,0,0,0,0,0,0,0,0,1,0,0,1,72,2
1,60903,0,13560,4,39600,2,0,1,1,0,0,24000,30.8,-12700,1,14000,0,0,0,0,0,0,0,0,1,0,0,1,70,1
1,15637.76202,0,13330.76202,3,2208,6,1,1,1,0,0,840,7,19260,7,11000,0,0,0,0,0,0,0,0,1,0,0,0,76,2
1,36708,15,8508,3,0,5,1,0,0,0,0,0,30.2,45500,1,6000,0,0,0,0,0,0,0,0,1,0,0,1,76,2
1,27244,17,19884,3,0,8,0,0,0,0,0,50,18.4,39450,7,7500,0,0,0,0,0,0,0,0,1,0,0,1,75,2
1,251200,30,33600,3,0,1,0,0,0,1500000,0,0,50.4,6245000,1,0,0,0,0,0,0,0,0,0,1,0,0,1,79,1
1,190806,33,14400,3,1200,2,0,1,1,2,3,3,19.9,2110000,1,31500,0,0,0,0,0,0,0,0,1,0,0,0,78,2
1,36559,15,11184,4,732,3,0,1,1,0,0,0,32.7,82500,1,3600,0,0,0,0,0,0,0,0,1,0,0,1,69,2
1,27007,50,8125,5,5582,4,0,1,2,0,0,0,16,56000,5,35000,0,0,0,0,0,0,0,0,1,0,0,1,66,1
1,56986,40,10800,3,32186,1,0,1,1,0,0,0,-97,598000,1,0,0,0,0,0,0,0,0,0,1,0,0,1,73,1
1,68276,15,18756,4,4008,2,1,0,0,0,0,20000,49.4,561600,7,16000,0,0,0,0,0,0,0,0,1,0,0,1,72,2
1,25600,42,15600,3,0,7,1,0,0,0,0,0,6.6,57000,7,38000,0,0,0,0,0,0,0,0,1,0,0,0,75,2
1,58317.7066,16,23317.7066,3,0,1,0,0,0,0,15,600,26.6,340400,7,11500,0,0,0,0,0,0,0,0,1,0,0,0,79,2
1,24100,52,21600,5,0,1,0,0,0,0,0,0,38.9,395000,7,0,0,0,0,0,0,0,0,0,1,0,0,1,66,2
1,25200,0,10800,3,0,3,0,0,0,80000,0,400,33.3,388600,1,0,0,0,0,0,0,0,0,0,1,0,0,1,78,1
1,66000,0,24000,3,0,3,0,0,0,250000,0,0,22.3,1045000,1,0,0,0,0,0,0,0,0,0,1,0,0,0,74,1
1,44403,0,14400,3,18000,5,1,1,1,0,0,0,31.2,108000,1,12000,0,0,0,0,0,0,0,0,1,0,0,1,81,1
1,10152,6,9972,3,0,2,0,0,0,0,0,6000,33,4200,8,5000,0,0,0,0,0,0,0,0,1,0,0,1,72,1
1,42300,0,12060,3,0,4,0,0,0,0,0,0,17.6,92000,1,6000,0,0,0,0,0,0,0,0,1,0,0,1,73,2
1,90846,40,12000,3,8250,3,1,1,1,0,0,0,27,217000,1,13000,0,0,0,0,0,0,0,0,1,0,0,0,75,2
1,6600,0,6600,3,0,4,0,0,0,0,0,0,16.7,77000,5,2000,0,0,0,0,0,0,0,0,1,0,0,1,75,2
1,26351.40984,0,12107.40984,3,0,0,1,0,0,0,0,5500,-97,24500,7,0,0,0,0,0,0,0,0,0,1,0,0,1,83,2
1,283316.6223,40,17400,3,0,6,1,0,0,0,0,0,9.1,425000,1,0,0,0,0,0,0,0,0,0,1,0,0,0,77,1
1,283316.6223,0,18000,3,72032.47882,5,1,1,1,0,0,0,30,425000,1,0,0,0,0,0,0,0,0,0,1,0,0,1,74,2
1,41134.66763,50,17761.81574,3,0,2,0,0,0,0,0,0,4.8,255000,1,0,0,0,0,0,0,0,0,0,1,0,0,1,75,2
1,50616,42,21444,4,9984,8,0,1,1,0,0,1000,11.3,35000,1,0,0,0,0,0,0,0,0,0,1,0,0,0,69,1
1,82480,30,10680,3,0,8,0,0,0,0,15,0,8.1,20000,1,50000,0,0,0,0,0,0,0,0,1,0,0,0,72,2
1,91755,30,20424,3,0,4,0,0,0,0,0,36000,15,154000,1,0,0,0,0,0,0,0,0,0,1,0,0,1,82,1
1,132600,24,12000,3,25200,5,0,0,0,0,0,1500,17.6,1078500,1,20000,0,0,0,0,0,0,0,0,1,0,0,1,76,1
1,20400,0,14400,3,0,5,1,0,0,0,0,0,47.5,40600,1,0,0,0,0,0,0,0,0,0,1,0,0,1,75,1
1,16135.45634,0,14300,4,0,2,1,0,0,0,0,8000,13.6,-10570,7,0,0,0,0,0,0,0,0,0,1,0,0,1,70,2
1,103766,0,17664,3,0,4,0,0,0,0,0,0,21.6,2059074,1,0,0,0,0,0,0,0,0,0,1,0,0,1,73,1
1,76752,60,2952,4,24000,4,1,1,1,0,5,0,12.1,793000,1,48000,0,0,0,0,0,0,0,0,1,0,0,1,71,2
1,20040,0,7560,4,5760,3,0,1,1,0,0,7000,31.7,138000,5,15000,0,0,0,0,0,0,0,0,1,0,0,1,72,2
1,46012,60,0,4,0,5,0,0,0,0,0,0,17.9,1999000,1,81000,0,0,0,0,0,0,0,0,1,0,0,1,68,2
1,33452,8,6000,4,0,3,1,0,0,0,0,4000,14.8,613000,1,4000,0,0,0,0,0,0,0,0,1,0,0,0,68,2
1,212800,40,27600,4,67200,4,1,1,1,0,0,0,40,2443000,1,150000,0,0,0,0,0,0,0,0,1,0,0,0,71,1
1,415596,40,24660,5,20706,6,1,1,2,0,0,0,6,26000,7,35000,0,0,0,0,0,0,0,0,1,0,0,1,64,2
1,49000,0,16800,4,19000,2,0,1,1,0,0,500,11.7,314500,1,8000,0,0,0,0,0,0,0,0,1,0,0,1,72,1
1,76159.21419,16,8244,4,49915.21419,3,0,1,1,0,0,0,26.3,545000,1,28000,0,0,0,0,0,0,0,0,1,0,0,1,69,1
1,10000,40,1000,4,0,1,0,0,0,25000,0,0,41.5,203000,7,45000,0,0,0,0,0,0,0,0,1,0,0,0,66,1
1,27338.4,36,14592,4,0,1,1,0,0,0,0,7000,18.5,51000,1,0,0,0,0,0,0,0,0,0,1,0,0,1,72,2
1,96880,20,19200,4,30000,3,1,1,1,0,0,30000,40,-26900,1,11000,0,0,0,0,0,0,0,0,1,0,0,1,68,1
1,84417.108,60,14784,4,16800,1,0,0,0,0,0,40000,17.3,357000,1,22000,0,0,0,0,0,0,0,0,1,0,0,0,71,1
1,52560,40,21600,4,0,3,0,0,0,0,0,0,29.9,432000,1,50000,0,0,0,0,0,0,0,0,1,0,0,1,70,1
1,52560,38,10800,4,0,3,0,0,0,0,0,0,16.2,432000,1,22000,0,0,0,0,0,0,0,0,1,0,0,1,66,2
1,117649.5894,50,14449.4694,4,0,2,0,0,0,0,0,0,34.3,1450000,5,65000,0,0,0,0,0,0,0,0,1,0,0,1,67,2
1,66920,40,14400,4,1120,6,0,1,1,23000,0,10000,14,18800,1,23000,0,0,0,0,0,0,0,0,1,0,0,0,71,2
1,59152.76,35,0,4,2418,6,0,1,1,0,0,8000,10,142500,7,26000,0,0,0,0,0,0,0,0,1,0,0,1,67,2
1,65010,40,26292,4,8568,5,0,1,1,0,0,0,22.7,186000,1,70000,0,0,0,0,0,0,0,0,1,0,0,1,71,1
1,17568,21,17088,4,480,4,0,1,1,0,0,0,11,5900,7,0,0,0,0,0,0,0,0,0,1,0,0,1,71,2
1,83293.045,40,21000,4,0,2,0,0,0,50000,0,30000,19.7,498000,5,160000,0,0,0,0,0,0,0,0,1,0,0,0,69,2
1,62163,40,15225,4,10365,2,0,1,1,0,0,0,32.2,571000,1,46000,0,0,0,0,0,0,0,0,1,0,0,1,66,1
1,51621.05739,16,21350.01015,4,0,4,0,0,0,0,0,0,13,495000,1,35000,0,0,0,0,0,0,0,0,1,0,0,1,68,2
1,36820,0,8544,5,0,1,0,0,0,0,0,30000,14.9,35000,1,0,0,0,0,0,0,0,0,0,1,0,0,1,64,2
1,41420.67332,30,17633,4,0,3,0,0,0,0,0,0,20.2,80000,7,10000,0,0,0,0,0,0,0,0,1,0,0,0,67,2
1,461000,40,0,4,0,2,0,0,0,0,0,0,29.3,1920000,1,0,0,0,0,0,0,0,0,0,1,0,0,0,66,2
1,48492,8,15600,4,3732,4,1,1,1,0,0,30000,20.1,-29100,1,19000,0,0,0,0,0,0,0,0,1,0,0,0,67,2
1,62280,30,13200,4,0,3,1,0,0,0,0,10000,15.1,133000,1,37000,0,0,0,0,0,0,0,0,1,0,0,0,69,2
1,62280,40,20400,4,0,3,1,0,0,0,0,10000,33.4,133000,1,8000,0,0,0,0,0,0,0,0,1,0,0,1,71,1
1,77840,0,18000,4,2880,5,0,1,1,0,0,4000,9.8,1649000,1,25000,0,0,0,0,0,0,0,0,1,0,0,1,71,2
1,58078,25,10800,5,0,8,0,0,0,0,0,0,6.3,70500,1,20000,0,0,0,0,0,0,0,0,1,0,0,1,66,2
1,39976,29,6000,5,1150,1,1,1,1,0,0,8000,8,-7100,1,13000,0,0,0,0,0,0,0,0,1,0,0,1,66,2
1,35036,0,12600,4,0,2,1,0,0,0,0,0,11.7,216000,1,0,0,0,0,0,0,0,0,0,1,0,0,1,67,2
1,42256,0,7968,5,1428,5,0,0,0,225000,0,0,11.2,935000,1,3500,0,0,0,0,0,0,0,0,1,0,0,1,64,2
1,41379,39,0,6,0,4,1,0,0,0,0,15000,5.6,-6600,1,20000,0,0,0,0,0,0,0,0,1,0,0,0,55,2
1,54812,40,14400,5,0,2,1,0,0,0,0,3200,17.3,235600,1,44000,0,0,0,0,0,0,0,0,1,0,0,1,61,2
1,27600,0,13200,4,14400,3,1,1,1,0,0,700,22,147300,5,26000,0,0,0,0,0,0,0,0,1,0,0,1,67,1
1,6495,35,0,5,0,1,1,0,0,0,0,450,41.7,54550,1,11684,0,0,0,0,0,0,0,0,1,0,0,1,67,2
1,27392,5,20892,4,0,4,1,0,0,0,0,0,35.2,13510,1,800,0,0,0,0,0,0,0,0,1,0,0,1,66,1
1,53580,36,12100,4,1880,2,1,1,1,0,0,30000,29.4,28500,1,30000,0,0,0,0,0,0,0,0,1,0,0,1,67,2
1,83684,40,16100,4,7200,7,0,1,1,0,0,0,14.2,765000,1,77000,0,0,0,0,0,0,0,0,1,0,0,0,68,1
1,44600,22,6600,4,13200,6,1,1,1,0,0,22000,15,21000,1,13400,0,0,0,0,0,0,0,0,1,0,0,1,67,2
1,22742.92194,0,7200,4,0,1,0,0,0,0,0,0,31.8,120000,1,85000,0,0,0,0,0,0,0,0,1,0,0,1,66,1
0,262000,0,0,6,0,2,1,0,0,35000,0,0,19.2,525000,1,25000,0,0,0,0,0,0,0,0,1,0,0,0,56,2
1,181084,46,27500,4,0,1,0,0,0,0,0,115000,38.7,267000,1,130000,0,0,0,0,0,0,0,0,1,0,0,1,71,1
1,22800,25,7200,4,0,2,1,0,0,0,0,0,14.8,378000,1,0,0,0,0,0,0,0,0,0,1,0,0,1,68,2
1,1657304.356,40,11544,4,12708,3,0,1,1,0,0,700,14,7954931.545,1,137712,0,0,0,0,0,0,0,0,1,0,0,0,69,2
1,140000,0,0,4,60000,2,0,1,1,0,0,15000,27.4,-5000,5,91000,0,0,0,0,0,0,0,0,1,0,0,0,71,1
1,29388,0,12576,5,0,1,0,0,0,0,0,0,21.2,274000,1,0,0,0,0,0,0,0,0,0,1,0,0,1,64,2
1,53038.70091,40,23928,4,0,5,0,1,1,0,0,800,25,801800,1,73000,0,0,0,0,0,0,0,0,1,0,0,1,69,1
1,21348,40,8460,4,0,2,1,0,0,0,0,0,10.9,0,1,24000,0,0,0,0,0,0,0,0,1,0,0,1,68,2
1,114100,48,3240,4,37560,3,0,1,2,0,0,7000,23.2,163000,1,80000,0,0,0,0,0,0,0,0,1,0,0,1,70,1
1,350352,75,17952,4,0,6,0,0,0,0,0,0,33.9,218718,1,58000,0,0,0,0,0,0,0,0,1,0,0,0,70,1
1,208152,50,7200,5,0,3,0,0,0,0,0,7000,6.2,379000,1,88000,0,0,0,0,0,0,0,0,1,0,0,1,62,2
1,108892.4599,1,21600,4,48000,1,0,1,1,0,0,0,45.3,1957000,1,0,0,0,0,0,0,0,0,0,1,0,0,1,69,1
1,108892.4599,16,12991.85993,4,0,2,0,0,0,0,0,0,10.8,1957000,1,3400,0,0,0,0,0,0,0,0,1,0,0,1,71,2
1,86040,7,16800,4,30000,4,1,0,0,0,0,0,30.7,1395000,1,6400,0,0,0,0,0,0,0,0,1,0,0,1,67,2
1,47300,0,30000,4,0,6,0,0,0,0,0,0,23.7,2583737.947,1,160000,0,0,0,0,0,0,0,0,1,0,0,1,67,1
1,122136,40,18900,4,34800,4,0,1,1,0,0,0,18.7,2273000,5,80100,0,0,0,0,0,0,0,0,1,0,0,1,68,1
1,42226,0,14000,4,0,2,1,0,0,0,0,6000,29.3,121000,1,30000,0,0,0,0,0,0,0,0,1,0,0,1,67,2
1,84051.64,20,9120,4,3552,6,0,1,1,0,0,0,9,546000,1,16000,0,0,0,0,0,0,0,0,1,0,0,1,67,2
1,84051.64,40,19200,4,16944,6,0,1,3,0,0,0,14,546000,1,48000,0,0,0,0,0,0,0,0,1,0,0,0,67,1
1,172300,40,24000,4,0,1,0,0,0,1,0,0,44.2,2071000,1,0,0,0,0,0,0,0,0,0,1,0,0,0,67,1
1,43800,30,10800,4,0,2,1,0,0,0,0,0,12.3,3500,1,25000,0,0,0,0,0,0,0,0,1,0,0,1,72,1
1,125786.4,15,15120,4,0,3,0,0,0,0,0,0,19.8,686100,1,0,0,0,0,0,0,0,0,0,1,0,0,1,70,2
1,125786.4,40,20640,2,0,2,0,0,0,0,0,0,21.8,686100,1,0,0,0,0,0,0,0,0,0,1,0,0,1,85,1
1,70924,0,19200,4,0,2,0,0,0,0,0,0,15,340000,1,40000,0,0,0,0,0,0,0,0,1,0,0,1,67,2
1,70924,0,24120,4,0,4,0,0,0,0,0,0,16.9,340000,1,96000,0,0,0,0,0,0,0,0,1,0,0,1,67,1
1,48008,6,11376,4,0,3,1,0,0,0,0,4000,14,33800,1,0,0,0,0,0,0,0,0,0,1,0,0,1,66,2
1,1531713,30,7713,4,0,1,0,0,0,1.5,0,0,44.3,23875000,1,0,0,0,0,0,0,0,0,0,1,0,0,0,66,1
1,1531713,60,0,5,0,3,0,0,0,1.5,0,0,18.9,23875000,1,0,0,0,0,0,0,0,0,0,1,0,0,0,65,2
1,46700,40,11376,5,0,5,0,0,0,0,0,0,15,319000,1,30000,0,0,0,0,0,0,0,0,1,0,0,1,64,2
0,44208,0,0,5,11964,7,1,1,1,0,0,0,7.7,144000,1,0,0,0,0,0,0,0,0,0,1,0,0,1,64,2
1,36420,22,6660,4,10260,1,1,1,1,0,0,0,23.9,66000,7,22000,0,0,0,0,0,0,0,0,1,0,0,1,68,2
1,69395,0,4405,5,0,4,0,0,0,0,0,0,6,182380,1,0,0,0,0,0,0,0,0,0,1,0,0,1,63,2
1,205277.4145,5,18000,4,0,4,0,0,0,27000,0,0,17.8,1829500,1,15000,0,0,0,0,0,0,0,0,1,0,0,1,70,2
1,262440,8,15600,4,0,2,0,0,0,1100000,0,0,29.7,10095000,1,2,0,0,0,0,0,0,0,0,1,0,0,1,66,1
1,157040,8,17100,4,0,3,0,0,0,1,0,0,37.9,2481000,1,30000,0,0,0,0,0,0,0,0,1,0,0,1,68,1
1,58498,0,8856,5,5472,3,1,1,1,0,0,0,8.9,5,1,40000,0,0,0,0,0,0,0,0,1,0,0,1,64,2
1,136669.1989,44,19335.86555,4,43333.33333,1,0,1,1,0,0,1300,30.4,197900,7,82400,0,0,0,0,0,0,0,0,1,0,0,0,67,2
1,116092,20,17040,4,0,2,1,0,0,0,15,0,12.1,304000,1,54000,0,0,0,0,0,0,0,0,1,0,0,0,68,1
1,132436.12,40,25932,4,10012,3,1,1,2,0,0,35000,26.7,360600,1,94200,0,0,0,0,0,0,0,0,1,0,0,1,67,2
1,25000,40,0,4,25000,3,0,1,1,0,0,0,33.4,282000,5,24000,0,0,0,0,0,0,0,0,1,0,0,1,70,2
1,15596,0,11520,4,4044,2,0,1,1,0,0,0,15.2,-21000,7,33000,0,0,0,0,0,0,0,0,1,0,0,1,67,2
1,11304,24,9456,4,0,2,0,0,0,0,0,20000,10.8,11300,5,9000,0,0,0,0,0,0,0,0,1,0,0,1,67,2
1,32980,22,8580,4,14400,2,0,1,1,0,0,8000,28,83000,7,0,0,0,0,0,0,0,0,0,1,0,0,0,68,2
1,19200,0,14400,4,0,7,0,0,0,0,0,0,7.7,118500,1,40000,0,0,0,0,0,0,0,0,1,0,0,1,69,1
1,112536,0,7536,4,0,4,0,0,0,0,0,3000,15,39000,1,30000,0,0,0,0,0,0,0,0,1,0,0,0,69,1
1,16860,40,8460,4,0,2,0,0,0,0,0,1000,32,-10000,1,65000,0,0,0,0,0,0,0,0,1,0,0,1,70,2
1,108444,30,23724,4,0,2,0,0,0,0,0,2000,45.7,1560000,1,0,0,0,0,0,0,0,0,0,1,0,0,1,67,2
1,108444,25,9600,5,0,3,0,0,0,0,0,2000,35.4,1560000,1,22000,0,0,0,0,0,0,0,0,1,0,0,0,64,1
1,29150,3,18150,4,0,7,0,0,0,0,0,0,13,835000,5,0,0,0,0,0,0,0,0,0,1,0,0,1,71,2
1,67769.47035,5,7200,5,0,2,1,0,0,0,0,0,13.7,50000,1,0,0,0,0,0,0,0,0,0,1,0,0,1,65,2
1,76521,55,28800,4,13500,5,0,1,1,0,0,0,24,1398000,1,81000,0,0,0,0,0,0,0,0,1,0,0,1,67,1
1,85297,50,20280,3,0,6,1,0,0,0,0,0,11,648097,1,42439,0,0,0,0,0,0,0,0,1,0,0,0,73,1
1,73404,0,18576,5,16020,3,0,0,0,0,0,2500,24.6,882500,1,0,0,0,0,0,0,0,0,0,1,0,0,1,63,2
1,87278,40,22800,4,7134,4,1,1,2,0,0,0,15.2,3,1,36000,0,0,0,0,0,0,0,0,1,0,0,1,71,1
1,11856.04,20,11856,4,0,5,0,0,0,0,0,0,18,10000,7,14000,0,0,0,0,0,0,0,0,1,0,0,0,71,2
1,37222,40,12942,4,14220,1,0,1,1,0,0,0,47.5,350000,7,52000,0,0,0,0,0,0,0,0,1,0,0,1,67,2
1,24868,0,6888,5,0,3,0,0,0,130000,0,0,1.5,267500,1,0,0,0,0,0,0,0,0,0,1,0,0,1,62,2
0,195348,38,0,5,0,3,0,0,0,1,0,0,16.8,1365000,1,80000,0,0,0,0,0,0,0,0,1,0,0,1,65,2
1,67660.12,40,19560,4,0,6,0,0,0,0,0,0,32.4,145800,7,47750,0,0,0,0,0,0,0,0,1,0,0,0,70,1
1,7776,70,7776,4,0,4,1,0,0,0,0,318,29,14782,5,29500,0,0,0,0,0,0,0,0,1,0,0,1,70,1
1,1358260,20,13200,3,0,1,1,0,0,2,28,2,24.4,2096000,5,0,0,0,0,0,0,0,0,0,1,0,0,0,76,2
1,12006,0,7146,4,4848,2,1,0,0,0,0,0,14.1,108000,5,28000,0,0,0,0,0,0,0,0,1,0,0,1,71,2
1,317444.0644,20,6000,4,0,1,0,0,0,1,0,0,44.8,2077000,1,0,0,0,0,0,0,0,0,0,1,0,0,1,66,2
1,68776,24,11988,4,0,2,0,0,0,0,0,2100,26.4,253900,1,40000,0,0,0,0,0,0,0,0,1,0,0,0,69,2
1,49028,0,16440,4,0,4,1,0,0,0,0,0,10.5,625050,1,30000,0,0,0,0,0,0,0,0,1,0,0,1,67,1
1,60727.2,40,12060,4,0,6,1,0,0,0,0,4000,12,190000,1,25000,0,0,0,0,0,0,0,0,1,0,0,1,67,2
1,116012,0,17765,4,0,2,0,0,0,0,0,10000,30,219303,1,70000,0,0,0,0,0,0,0,0,1,0,0,1,68,1
1,59804,0,2640,5,0,3,0,0,0,150000,0,10000,19.4,315000,1,48000,0,0,0,0,0,0,0,0,1,0,0,0,63,2
1,19400,40,14400,4,0,11,0,0,0,0,20,10000,11,-35000,5,55000,0,0,0,0,0,0,0,0,1,0,0,0,67,2
1,99735.68,44,3332,5,0,4,0,0,0,0,0,20000,11.2,364741,1,24000,0,0,0,0,0,0,0,0,1,0,0,1,62,2
1,94487.06245,28,8400,4,0,3,0,0,0,0,0,0,13,261000,1,5000,0,0,0,0,0,0,0,0,1,0,0,1,68,1
1,94487.06245,16,28087.06245,4,0,3,0,0,0,0,0,0,13.1,261000,1,50000,0,0,0,0,0,0,0,0,1,0,0,1,66,2
1,115400,32,0,5,0,3,0,0,0,0,5,3000,7.5,639000,1,0,0,0,0,0,0,0,0,0,1,0,0,0,61,2
1,117412,60,8800,4,1600,3,1,1,1,0,0,2000,15.6,223000,1,80000,0,0,0,0,0,0,0,0,1,0,0,1,66,1
1,75480,3,18516,4,12000,3,0,1,1,0,0,0,16.9,528000,1,5200,0,0,0,0,0,0,0,0,1,0,0,1,67,2
1,160400,24,24000,4,32400,6,0,1,3,0,0,0,13,1755000,1,117000,0,0,0,0,0,0,0,0,1,0,0,0,70,1
1,13644,20,12000,2,0,3,1,0,0,0,0,0,26.5,154000,1,30000,0,0,0,0,0,0,0,0,1,0,0,1,83,1
1,184952,40,21612,4,3240,4,0,1,1,0,0,300,19.2,344700,1,83000,0,0,0,0,0,0,0,0,1,0,0,1,68,1
1,184952,40,9000,5,0,3,0,0,0,0,0,300,21,344700,1,50000,0,0,0,0,0,0,0,0,1,0,0,1,63,2
1,118760,0,20400,4,0,2,0,0,0,75000,0,0,21.3,965000,1,80000,0,0,0,0,0,0,0,0,1,0,0,0,68,2
1,82304,10,0,4,17184,3,0,1,1,0,0,2500,35.9,108700,1,0,0,0,0,0,0,0,0,0,1,0,0,1,66,1
1,29580.2,43,22764,4,2136,5,1,1,1,0,0,12000,16.8,85000,1,58000,0,0,0,0,0,0,0,0,1,0,0,1,67,1
1,11388,0,10452,4,936,6,0,1,1,0,0,5000,12,-300,8,0,0,0,0,0,0,0,0,0,1,0,0,1,70,2
1,43196,0,15096,4,22800,3,0,1,1,0,0,8000,30,15000,5,17000,0,0,0,0,0,0,0,0,1,0,0,0,72,2
1,48748,0,7200,4,0,2,0,0,0,0,0,0,13.5,64400,1,27000,0,0,0,0,0,0,0,0,1,0,0,1,66,2
1,30800,0,13200,4,13200,3,0,1,1,0,0,0,25,28000,5,39000,0,0,0,0,0,0,0,0,1,0,0,1,67,2
1,21600,0,12000,4,0,3,0,0,0,0,0,4000,17,105500,1,30000,0,0,0,0,0,0,0,0,1,0,0,1,67,2
1,21600,20,9600,3,0,8,1,0,0,0,0,4000,8,105500,1,29000,0,0,0,0,0,0,0,0,1,0,0,1,73,1
1,43800,0,18000,4,0,3,1,0,0,0,0,13000,27,32000,1,4000,0,0,0,0,0,0,0,0,1,0,0,1,68,1
1,216393.9295,0,15980.12955,4,0,6,0,0,0,0,0,0,14.8,285000,1,7200,0,0,0,0,0,0,0,0,1,0,0,0,70,1
1,58385,42,18144,4,20616,2,1,1,2,0,0,0,31.8,142000,1,1,0,0,0,0,0,0,0,0,1,0,0,1,67,1
1,101964,40,17784,4,39180,2,0,1,1,0,1,0,42.9,944000,5,79000,0,0,0,0,0,0,0,0,1,0,0,0,67,2
1,62920,0,5220,4,0,3,0,0,0,0,0,0,20,67500,1,0,0,0,0,0,0,0,0,0,1,0,0,1,66,2
1,94610,40,22000,4,20600,2,0,1,3,0,0,1600,20,140400,4,65000,0,0,0,0,0,0,0,0,1,0,0,1,67,1
1,45328,40,22800,4,0,3,0,0,0,0,1,0,31.7,674600,1,37500,0,0,0,0,0,0,0,0,1,0,0,1,66,1
1,38524,0,16500,4,0,3,0,0,0,0,0,1500,10.4,727500,1,0,0,0,0,0,0,0,0,0,1,0,0,1,67,1
1,63648,15,17328,4,36000,3,0,1,1,0,4,0,31.3,235000,5,10000,0,0,0,0,0,0,0,0,1,0,0,1,68,2
1,93318,24,0,6,0,5,0,0,0,0,0,0,19,1161000,1,25000,0,0,0,0,0,0,0,0,1,0,0,1,59,2
1,127068,35,0,5,55380,2,0,1,1,6000,0,0,32.7,324000,1,38000,0,0,0,0,0,0,0,0,1,0,0,1,64,2
1,82211.38535,10,19983.38535,4,46692,3,0,1,1,0,0,0,20.1,223000,5,11000,0,0,0,0,0,0,0,0,1,0,0,1,71,2
1,56524.42392,0,16796.42392,4,39648,1,0,1,1,0,0,0,47.1,140500,8,60000,0,0,0,0,0,0,0,0,1,0,0,1,71,2
1,72624,0,18804,4,32400,1,0,1,1,0,0,22000,26.1,574000,1,165000,0,0,0,0,0,0,0,0,1,0,0,1,67,2
1,46200,16,19200,4,0,3,1,0,0,0,0,13000,18.7,91000,1,0,0,0,0,0,0,0,0,0,1,0,0,1,68,1
1,39216,0,25704,4,0,4,0,0,0,0,0,0,24.7,1574000,1,0,0,0,0,0,0,0,0,0,1,0,0,1,67,1
1,39216,0,10512,4,0,6,0,0,0,0,0,0,5.2,1574000,1,20500,0,0,0,0,0,0,0,0,1,0,0,1,66,2
1,36414,40,23100,4,13314,4,0,1,1,0,0,600,28.3,85748,5,87000,0,0,0,0,0,0,0,0,1,0,0,0,69,1
1,68000,0,15600,4,0,5,0,0,0,0,0,0,17,173000,1,0,0,0,0,0,0,0,0,0,1,0,0,1,72,1
0,68000,60,0,6,0,6,0,1,1,0,0,0,12.4,173000,1,92000,0,0,0,0,0,0,0,0,1,0,0,0,60,2
1,48870.6,24,16020,4,0,3,0,0,0,1000,2,0,15,271400,5,32000,0,0,0,0,0,0,0,0,1,0,0,0,70,2
1,63724.12,8,552,3,31452,2,0,1,1,0,0,29000,4,-43000,1,1200,0,0,0,0,0,0,0,0,1,0,0,1,72,2
1,18380.31902,32,2751,4,0,2,0,0,0,0,0,0,13.8,185000,1,24000,0,0,0,0,0,0,0,0,1,0,0,0,67,2
1,9000,0,9000,2,0,2,0,0,0,1500,0,0,31.9,175500,7,0,0,0,0,0,0,0,0,0,1,0,0,1,86,1
1,10569,0,1089,5,0,7,1,0,0,0,0,0,6,30000,1,0,0,0,0,0,0,0,0,0,1,0,0,1,63,2
1,112888,45,0,5,0,1,0,1,1,0,0,10000,26.7,154000,1,88000,0,0,0,0,0,0,0,0,1,0,0,1,60,2
1,373400,55,22200,4,0,4,1,0,0,0,0,0,23.1,983000,1,85000,0,0,0,0,0,0,0,0,1,0,0,1,68,1
1,77350,0,21600,4,33600,2,0,1,1,0,0,0,4.8,735000,1,0,0,0,0,0,0,0,0,0,1,0,0,1,72,1
1,142269,50,18000,4,0,7,0,0,0,5,20,3000,18.3,830000,1,48000,0,0,0,0,0,0,0,0,1,0,0,0,68,1
1,2268,0,0,6,0,3,1,0,0,0,0,3000,13,-3000,5,10000,0,0,0,0,0,0,0,0,1,0,0,1,60,2
1,85536,40,17736,4,31200,3,0,1,2,0,0,0,38.9,604200,1,6000,0,0,0,0,0,0,0,0,1,0,0,1,70,1
1,139228,60,2136,4,0,3,0,0,0,40000,0,0,15.3,612800,1,0,0,0,0,0,0,0,0,0,1,0,0,1,67,2
1,43200,40,22800,4,9600,8,0,1,1,0,0,8000,11.1,110000,1,40000,0,0,0,0,0,0,0,0,1,0,0,1,72,1
1,20877,40,3309,5,0,3,0,0,0,0,0,0,13.3,144000,1,30000,0,0,0,0,0,0,0,0,1,0,0,1,66,2
1,239412,50,29412,4,0,3,0,0,0,0,0,0,8.3,487451,1,0,0,0,0,0,0,0,0,0,1,0,0,0,70,1
1,81456,0,22800,4,2160,2,0,1,1,0,0,0,15,170000,1,6000,0,0,0,0,0,0,0,0,1,0,0,1,67,2
